read-2048;65.30195778330463
write-2048;53.361125586242835
read-256;434.63497453310697
random-read-512;34.446970330944794
write-64;45.4222853087296
random-read-256;400.22789239883423
write-128;69.71677559912854
read-8;500.0
read-4;400.0
read-1;583.3333333333333
read-2;333.3333333333333
write-512;64.90049435923437
write-256;73.33142366084216
read-1024;69.36259567838515
read-512;73.02809870203966
random-read-16;393.20773170107884
write-1024;55.222995200345146
random-read-32;293.1804917075417
write-16;30.828516377649326
read-16;470.5882352941176
random-read-8;373.7144884855851
random-read-4;310.45462290445965
random-read-1;172.7212905883789
random-read-2;255.8929443359375
write-1;10.372719211028404
write-2;9.75609756097561
write-4;13.651877133105803
write-8;20.61855670103093
random-read-128;374.431329287871
random-read-1024;24.25212294555849
read-64;432.43243243243245
read-128;432.43243243243245
random-read-64;388.32247614146706
