read-2048;65.23758655808928
write-2048;56.31582960165496
read-256;382.9834772055668
random-read-512;66.73478430045019
write-64;60.168030049384534
random-read-256;282.979305670797
write-128;62.81218823090195
read-8;386.1471861471862
read-4;356.060606060606
read-1;198.21428571428572
read-2;285.7142857142857
write-512;63.26151679845921
write-256;70.51210116572324
read-1024;68.34261479842559
read-512;77.52462640415172
random-read-16;293.01435644976857
write-1024;57.10507198849421
random-read-32;307.85751538118
write-16;33.53914816053203
read-32;346.93151436907215
read-16;395.8473893184464
random-read-8;277.38760551414396
write-32;44.863204276542476
random-read-4;278.43571809771794
random-read-1;169.82774223600114
random-read-2;243.7063961318045
write-1;5.147991953894281
write-2;9.682860085752832
write-4;13.914362370920214
write-8;20.369220222175038
random-read-128;280.792372701654
random-read-1024;24.108532711182196
read-64;334.6922613672658
read-128;345.33250523924505
random-read-64;301.911299248327
